# Generated by tools/extract-microchip-atdf-routes.ps1
# device=ATSAMD51P19A
# source=Microchip.SAMD51_DFP.3.9.276/samd51a/atdf/ATSAMD51P19A.atdf
# source_url=https://packs.download.microchip.com/Microchip.SAMD51_DFP.3.9.276.atpack
# license=Apache-2.0 (Microchip device pack)
"package","pinout","position","pad","peripheral","signal","index","function","ioset"
"TQFP128","SAMD51P","88","PA20","ADC0","X","14","B",""
"TQFP128","SAMD51P","88","PA20","ADC0","Y","14","B",""
"TQFP128","SAMD51P","88","PA20","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","88","PA20","I2S","FS","0","J","2"
"TQFP128","SAMD51P","88","PA20","PCC","DATA","4","K",""
"TQFP128","SAMD51P","88","PA20","PORT","P","20","default",""
"TQFP128","SAMD51P","88","PA20","SDHC1","SDCMD","","I",""
"TQFP128","SAMD51P","88","PA20","SERCOM3","PAD","2","D","2"
"TQFP128","SAMD51P","88","PA20","SERCOM5","PAD","2","C","2"
"TQFP128","SAMD51P","88","PA20","TC7","WO","0","E","1"
"TQFP128","SAMD51P","88","PA20","TCC0","WO","0","G","6"
"TQFP128","SAMD51P","88","PA20","TCC1","WO","4","F","1"
"TQFP128","SAMD51P","89","PA21","ADC0","X","15","B",""
"TQFP128","SAMD51P","89","PA21","ADC0","Y","15","B",""
"TQFP128","SAMD51P","89","PA21","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","89","PA21","I2S","SDO","","J","2"
"TQFP128","SAMD51P","89","PA21","PCC","DATA","5","K",""
"TQFP128","SAMD51P","89","PA21","PORT","P","21","default",""
"TQFP128","SAMD51P","89","PA21","SDHC1","SDCK","","I",""
"TQFP128","SAMD51P","89","PA21","SERCOM3","PAD","3","D","2"
"TQFP128","SAMD51P","89","PA21","SERCOM5","PAD","3","C","2"
"TQFP128","SAMD51P","89","PA21","TC7","WO","1","E","1"
"TQFP128","SAMD51P","89","PA21","TCC0","WO","1","G","6"
"TQFP128","SAMD51P","89","PA21","TCC1","WO","5","F","1"
"TQFP128","SAMD51P","92","PA22","ADC0","X","16","B",""
"TQFP128","SAMD51P","92","PA22","ADC0","Y","16","B",""
"TQFP128","SAMD51P","92","PA22","CCL","IN","6","N",""
"TQFP128","SAMD51P","92","PA22","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","92","PA22","I2S","SDI","","J","2"
"TQFP128","SAMD51P","92","PA22","PCC","DATA","6","K",""
"TQFP128","SAMD51P","92","PA22","PORT","P","22","default",""
"TQFP128","SAMD51P","92","PA22","SERCOM3","PAD","0","C","1"
"TQFP128","SAMD51P","92","PA22","SERCOM5","PAD","1","D","2 3 4"
"TQFP128","SAMD51P","92","PA22","TC4","WO","0","E","3"
"TQFP128","SAMD51P","92","PA22","TCC0","WO","2","G","6"
"TQFP128","SAMD51P","92","PA22","TCC1","WO","6","F","1"
"TQFP128","SAMD51P","93","PA23","ADC0","X","17","B",""
"TQFP128","SAMD51P","93","PA23","ADC0","Y","17","B",""
"TQFP128","SAMD51P","93","PA23","CCL","IN","7","N",""
"TQFP128","SAMD51P","93","PA23","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","93","PA23","I2S","FS","1","J","2"
"TQFP128","SAMD51P","93","PA23","PCC","DATA","7","K",""
"TQFP128","SAMD51P","93","PA23","PORT","P","23","default",""
"TQFP128","SAMD51P","93","PA23","SERCOM3","PAD","1","C","1"
"TQFP128","SAMD51P","93","PA23","SERCOM5","PAD","0","D","2 3 4"
"TQFP128","SAMD51P","93","PA23","TC4","WO","1","E","3"
"TQFP128","SAMD51P","93","PA23","TCC0","WO","3","G","6"
"TQFP128","SAMD51P","93","PA23","TCC1","WO","7","F","1"
"TQFP128","SAMD51P","93","PA23","USB","SOF_1KHZ","","H","1"
"TQFP128","SAMD51P","94","PA24","CCL","IN","8","N",""
"TQFP128","SAMD51P","94","PA24","EIC","EXTINT","8","A",""
"TQFP128","SAMD51P","94","PA24","PDEC","QDI","0","G","3"
"TQFP128","SAMD51P","94","PA24","PORT","P","24","default",""
"TQFP128","SAMD51P","94","PA24","SERCOM3","PAD","2","C","1"
"TQFP128","SAMD51P","94","PA24","SERCOM5","PAD","2","D","3"
"TQFP128","SAMD51P","94","PA24","TC5","WO","0","E","3"
"TQFP128","SAMD51P","94","PA24","TCC2","WO","2","F","1"
"TQFP128","SAMD51P","94","PA24","USB","DM","","H",""
"TQFP128","SAMD51P","95","PA25","CCL","OUT","2","N",""
"TQFP128","SAMD51P","95","PA25","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","95","PA25","PDEC","QDI","1","G","3"
"TQFP128","SAMD51P","95","PA25","PORT","P","25","default",""
"TQFP128","SAMD51P","95","PA25","SERCOM3","PAD","3","C","1"
"TQFP128","SAMD51P","95","PA25","SERCOM5","PAD","3","D","3"
"TQFP128","SAMD51P","95","PA25","TC5","WO","1","E","3"
"TQFP128","SAMD51P","95","PA25","USB","DP","","H",""
"TQFP128","SAMD51P","113","PA27","ADC0","X","18","B",""
"TQFP128","SAMD51P","113","PA27","ADC0","Y","18","B",""
"TQFP128","SAMD51P","113","PA27","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","113","PA27","GCLK","IO","1","M",""
"TQFP128","SAMD51P","113","PA27","PORT","P","27","default",""
"TQFP128","SAMD51P","119","PA30","ADC0","X","19","B",""
"TQFP128","SAMD51P","119","PA30","ADC0","Y","19","B",""
"TQFP128","SAMD51P","119","PA30","CCL","IN","3","N",""
"TQFP128","SAMD51P","119","PA30","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","119","PA30","GCLK","IO","0","M",""
"TQFP128","SAMD51P","119","PA30","PORT","P","30","default",""
"TQFP128","SAMD51P","119","PA30","SERCOM1","PAD","2","D","4"
"TQFP128","SAMD51P","119","PA30","SERCOM7","PAD","2","C","5"
"TQFP128","SAMD51P","119","PA30","TC6","WO","0","E","2"
"TQFP128","SAMD51P","119","PA30","TCC2","WO","0","F","2"
"TQFP128","SAMD51P","120","PA31","CCL","OUT","1","N",""
"TQFP128","SAMD51P","120","PA31","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","120","PA31","PORT","P","31","default",""
"TQFP128","SAMD51P","120","PA31","SERCOM1","PAD","3","D","4"
"TQFP128","SAMD51P","120","PA31","SERCOM7","PAD","3","C","5"
"TQFP128","SAMD51P","120","PA31","TC6","WO","1","E","3"
"TQFP128","SAMD51P","120","PA31","TCC2","WO","1","F","2"
"TQFP128","SAMD51P","125","PB00","ADC0","AIN","12","B",""
"TQFP128","SAMD51P","125","PB00","ADC0","X","30","B",""
"TQFP128","SAMD51P","125","PB00","ADC0","Y","30","B",""
"TQFP128","SAMD51P","125","PB00","CCL","IN","1","N",""
"TQFP128","SAMD51P","125","PB00","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","125","PB00","PORT","P","32","default",""
"TQFP128","SAMD51P","125","PB00","RTC","IN","0","RTC",""
"TQFP128","SAMD51P","125","PB00","SERCOM5","PAD","2","D","5 6"
"TQFP128","SAMD51P","125","PB00","TC7","WO","0","E","3"
"TQFP128","SAMD51P","126","PB01","ADC0","AIN","13","B",""
"TQFP128","SAMD51P","126","PB01","ADC0","X","31","B",""
"TQFP128","SAMD51P","126","PB01","ADC0","Y","31","B",""
"TQFP128","SAMD51P","126","PB01","CCL","IN","2","N",""
"TQFP128","SAMD51P","126","PB01","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","126","PB01","PORT","P","33","default",""
"TQFP128","SAMD51P","126","PB01","RTC","OUT","","RTC",""
"TQFP128","SAMD51P","126","PB01","SERCOM5","PAD","3","D","5 6"
"TQFP128","SAMD51P","126","PB01","SUPC","OUT","0","SUPC","1"
"TQFP128","SAMD51P","126","PB01","TC7","WO","1","E","3"
"TQFP128","SAMD51P","127","PB02","ADC0","AIN","14","B",""
"TQFP128","SAMD51P","127","PB02","ADC0","X","20","B",""
"TQFP128","SAMD51P","127","PB02","ADC0","Y","20","B",""
"TQFP128","SAMD51P","127","PB02","CCL","OUT","0","N",""
"TQFP128","SAMD51P","127","PB02","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","127","PB02","PORT","P","34","default",""
"TQFP128","SAMD51P","127","PB02","RTC","IN","1","RTC",""
"TQFP128","SAMD51P","127","PB02","SERCOM5","PAD","0","D","6"
"TQFP128","SAMD51P","127","PB02","SUPC","OUT","1","SUPC","1"
"TQFP128","SAMD51P","127","PB02","TC6","WO","0","E","3"
"TQFP128","SAMD51P","127","PB02","TCC2","WO","2","F","2"
"TQFP128","SAMD51P","128","PB03","ADC0","AIN","15","B",""
"TQFP128","SAMD51P","128","PB03","ADC0","X","21","B",""
"TQFP128","SAMD51P","128","PB03","ADC0","Y","21","B",""
"TQFP128","SAMD51P","128","PB03","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","128","PB03","PORT","P","35","default",""
"TQFP128","SAMD51P","128","PB03","SERCOM5","PAD","1","D","6"
"TQFP128","SAMD51P","128","PB03","SUPC","VBAT","","SUPC","1"
"TQFP128","SAMD51P","128","PB03","TC6","WO","1","E","1"
"TQFP128","SAMD51P","11","PB04","ADC0","X","22","B",""
"TQFP128","SAMD51P","11","PB04","ADC0","Y","22","B",""
"TQFP128","SAMD51P","11","PB04","ADC1","AIN","6","B",""
"TQFP128","SAMD51P","11","PB04","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","11","PB04","PORT","P","36","default",""
"TQFP128","SAMD51P","12","PB05","ADC0","X","23","B",""
"TQFP128","SAMD51P","12","PB05","ADC0","Y","23","B",""
"TQFP128","SAMD51P","12","PB05","ADC1","AIN","7","B",""
"TQFP128","SAMD51P","12","PB05","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","12","PB05","PORT","P","37","default",""
"TQFP128","SAMD51P","17","PB06","ADC0","X","24","B",""
"TQFP128","SAMD51P","17","PB06","ADC0","Y","24","B",""
"TQFP128","SAMD51P","17","PB06","ADC1","AIN","8","B",""
"TQFP128","SAMD51P","17","PB06","CCL","IN","6","N",""
"TQFP128","SAMD51P","17","PB06","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","17","PB06","PORT","P","38","default",""
"TQFP128","SAMD51P","18","PB07","ADC0","X","25","B",""
"TQFP128","SAMD51P","18","PB07","ADC0","Y","25","B",""
"TQFP128","SAMD51P","18","PB07","ADC1","AIN","9","B",""
"TQFP128","SAMD51P","18","PB07","CCL","IN","7","N",""
"TQFP128","SAMD51P","18","PB07","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","18","PB07","PORT","P","39","default",""
"TQFP128","SAMD51P","19","PB08","ADC0","AIN","2","B",""
"TQFP128","SAMD51P","19","PB08","ADC0","X","1","B",""
"TQFP128","SAMD51P","19","PB08","ADC0","Y","1","B",""
"TQFP128","SAMD51P","19","PB08","ADC1","AIN","0","B",""
"TQFP128","SAMD51P","19","PB08","CCL","IN","8","N",""
"TQFP128","SAMD51P","19","PB08","EIC","EXTINT","8","A",""
"TQFP128","SAMD51P","19","PB08","PORT","P","40","default",""
"TQFP128","SAMD51P","19","PB08","SERCOM4","PAD","0","D","2"
"TQFP128","SAMD51P","19","PB08","TC4","WO","0","E","1"
"TQFP128","SAMD51P","20","PB09","ADC0","AIN","3","B",""
"TQFP128","SAMD51P","20","PB09","ADC0","X","2","B",""
"TQFP128","SAMD51P","20","PB09","ADC0","Y","2","B",""
"TQFP128","SAMD51P","20","PB09","ADC1","AIN","1","B",""
"TQFP128","SAMD51P","20","PB09","CCL","OUT","2","N",""
"TQFP128","SAMD51P","20","PB09","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","20","PB09","PORT","P","41","default",""
"TQFP128","SAMD51P","20","PB09","SERCOM4","PAD","1","D","2"
"TQFP128","SAMD51P","20","PB09","TC4","WO","1","E","1"
"TQFP128","SAMD51P","39","PB10","CCL","IN","11","N",""
"TQFP128","SAMD51P","39","PB10","EIC","EXTINT","10","A",""
"TQFP128","SAMD51P","39","PB10","GCLK","IO","4","M",""
"TQFP128","SAMD51P","39","PB10","I2S","SDI","","J","1"
"TQFP128","SAMD51P","39","PB10","PORT","P","42","default",""
"TQFP128","SAMD51P","39","PB10","QSPI","SCK","","H",""
"TQFP128","SAMD51P","39","PB10","SDHC0","SDDAT","3","I",""
"TQFP128","SAMD51P","39","PB10","SERCOM4","PAD","2","D","2"
"TQFP128","SAMD51P","39","PB10","TC5","WO","0","E","1"
"TQFP128","SAMD51P","39","PB10","TCC0","WO","4","F","1"
"TQFP128","SAMD51P","39","PB10","TCC1","WO","0","G","4"
"TQFP128","SAMD51P","40","PB11","CCL","OUT","1","N",""
"TQFP128","SAMD51P","40","PB11","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","40","PB11","GCLK","IO","5","M",""
"TQFP128","SAMD51P","40","PB11","I2S","FS","1","J","1"
"TQFP128","SAMD51P","40","PB11","PORT","P","43","default",""
"TQFP128","SAMD51P","40","PB11","QSPI","CS","","H",""
"TQFP128","SAMD51P","40","PB11","SDHC0","SDCK","","I",""
"TQFP128","SAMD51P","40","PB11","SERCOM4","PAD","3","D","2"
"TQFP128","SAMD51P","40","PB11","TC5","WO","1","E","1"
"TQFP128","SAMD51P","40","PB11","TCC0","WO","5","F","1"
"TQFP128","SAMD51P","40","PB11","TCC1","WO","1","G","4"
"TQFP128","SAMD51P","41","PB12","ADC0","X","26","B",""
"TQFP128","SAMD51P","41","PB12","ADC0","Y","26","B",""
"TQFP128","SAMD51P","41","PB12","EIC","EXTINT","12","A",""
"TQFP128","SAMD51P","41","PB12","GCLK","IO","6","M",""
"TQFP128","SAMD51P","41","PB12","I2S","SCK","1","J","1"
"TQFP128","SAMD51P","41","PB12","PORT","P","44","default",""
"TQFP128","SAMD51P","41","PB12","SDHC0","SDCD","","I",""
"TQFP128","SAMD51P","41","PB12","SERCOM4","PAD","0","C","1"
"TQFP128","SAMD51P","41","PB12","TC4","WO","0","E","2"
"TQFP128","SAMD51P","41","PB12","TCC0","WO","0","G","5"
"TQFP128","SAMD51P","41","PB12","TCC3","WO","0","F","1"
"TQFP128","SAMD51P","42","PB13","ADC0","X","27","B",""
"TQFP128","SAMD51P","42","PB13","ADC0","Y","27","B",""
"TQFP128","SAMD51P","42","PB13","EIC","EXTINT","13","A",""
"TQFP128","SAMD51P","42","PB13","GCLK","IO","7","M",""
"TQFP128","SAMD51P","42","PB13","I2S","MCK","1","J","1"
"TQFP128","SAMD51P","42","PB13","PORT","P","45","default",""
"TQFP128","SAMD51P","42","PB13","SDHC0","SDWP","","I",""
"TQFP128","SAMD51P","42","PB13","SERCOM4","PAD","1","C","1"
"TQFP128","SAMD51P","42","PB13","TC4","WO","1","E","2"
"TQFP128","SAMD51P","42","PB13","TCC0","WO","1","G","5"
"TQFP128","SAMD51P","42","PB13","TCC3","WO","1","F","1"
"TQFP128","SAMD51P","43","PB14","ADC0","X","28","B",""
"TQFP128","SAMD51P","43","PB14","ADC0","Y","28","B",""
"TQFP128","SAMD51P","43","PB14","CCL","IN","9","N",""
"TQFP128","SAMD51P","43","PB14","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","43","PB14","GCLK","IO","0","M",""
"TQFP128","SAMD51P","43","PB14","PCC","DATA","8","K",""
"TQFP128","SAMD51P","43","PB14","PORT","P","46","default",""
"TQFP128","SAMD51P","43","PB14","SERCOM4","PAD","2","C","1"
"TQFP128","SAMD51P","43","PB14","TC5","WO","0","E","2"
"TQFP128","SAMD51P","43","PB14","TCC0","WO","2","G","5"
"TQFP128","SAMD51P","43","PB14","TCC4","WO","0","F","1"
"TQFP128","SAMD51P","44","PB15","ADC0","X","29","B",""
"TQFP128","SAMD51P","44","PB15","ADC0","Y","29","B",""
"TQFP128","SAMD51P","44","PB15","CCL","IN","10","N",""
"TQFP128","SAMD51P","44","PB15","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","44","PB15","GCLK","IO","1","M",""
"TQFP128","SAMD51P","44","PB15","PCC","DATA","9","K",""
"TQFP128","SAMD51P","44","PB15","PORT","P","47","default",""
"TQFP128","SAMD51P","44","PB15","SERCOM4","PAD","3","C","1"
"TQFP128","SAMD51P","44","PB15","TC5","WO","1","E","2"
"TQFP128","SAMD51P","44","PB15","TCC0","WO","3","G","5"
"TQFP128","SAMD51P","44","PB15","TCC4","WO","1","F","1"
"TQFP128","SAMD51P","82","PB16","CCL","IN","11","N",""
"TQFP128","SAMD51P","82","PB16","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","82","PB16","GCLK","IO","2","M",""
"TQFP128","SAMD51P","82","PB16","I2S","SCK","0","J","2"
"TQFP128","SAMD51P","82","PB16","PORT","P","48","default",""
"TQFP128","SAMD51P","82","PB16","SDHC1","SDCD","","I",""
"TQFP128","SAMD51P","82","PB16","SERCOM5","PAD","0","C","1"
"TQFP128","SAMD51P","82","PB16","TC6","WO","0","E","1"
"TQFP128","SAMD51P","82","PB16","TCC0","WO","4","G","6"
"TQFP128","SAMD51P","82","PB16","TCC3","WO","0","F","2"
"TQFP128","SAMD51P","83","PB17","CCL","OUT","3","N",""
"TQFP128","SAMD51P","83","PB17","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","83","PB17","GCLK","IO","3","M",""
"TQFP128","SAMD51P","83","PB17","I2S","MCK","0","J","2"
"TQFP128","SAMD51P","83","PB17","PORT","P","49","default",""
"TQFP128","SAMD51P","83","PB17","SDHC1","SDWP","","I",""
"TQFP128","SAMD51P","83","PB17","SERCOM5","PAD","1","C","1"
"TQFP128","SAMD51P","83","PB17","TC6","WO","1","E","2"
"TQFP128","SAMD51P","83","PB17","TCC0","WO","5","G","6"
"TQFP128","SAMD51P","83","PB17","TCC3","WO","1","F","2"
"TQFP128","SAMD51P","84","PB18","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","84","PB18","GCLK","IO","4","M",""
"TQFP128","SAMD51P","84","PB18","PDEC","QDI","0","G","2"
"TQFP128","SAMD51P","84","PB18","PORT","P","50","default",""
"TQFP128","SAMD51P","84","PB18","SDHC1","SDDAT","0","I",""
"TQFP128","SAMD51P","84","PB18","SERCOM5","PAD","2","C","1"
"TQFP128","SAMD51P","84","PB18","SERCOM7","PAD","2","D","4"
"TQFP128","SAMD51P","84","PB18","TCC1","WO","0","F","3"
"TQFP128","SAMD51P","85","PB19","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","85","PB19","GCLK","IO","5","M",""
"TQFP128","SAMD51P","85","PB19","PDEC","QDI","1","G","2"
"TQFP128","SAMD51P","85","PB19","PORT","P","51","default",""
"TQFP128","SAMD51P","85","PB19","SDHC1","SDDAT","1","I",""
"TQFP128","SAMD51P","85","PB19","SERCOM5","PAD","3","C","1"
"TQFP128","SAMD51P","85","PB19","SERCOM7","PAD","3","D","4"
"TQFP128","SAMD51P","85","PB19","TCC1","WO","1","F","3"
"TQFP128","SAMD51P","86","PB20","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","86","PB20","GCLK","IO","6","M",""
"TQFP128","SAMD51P","86","PB20","PDEC","QDI","2","G","2"
"TQFP128","SAMD51P","86","PB20","PORT","P","52","default",""
"TQFP128","SAMD51P","86","PB20","SDHC1","SDDAT","2","I",""
"TQFP128","SAMD51P","86","PB20","SERCOM3","PAD","0","C","2"
"TQFP128","SAMD51P","86","PB20","SERCOM7","PAD","1","D","4"
"TQFP128","SAMD51P","86","PB20","TCC1","WO","2","F","2"
"TQFP128","SAMD51P","87","PB21","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","87","PB21","GCLK","IO","7","M",""
"TQFP128","SAMD51P","87","PB21","PORT","P","53","default",""
"TQFP128","SAMD51P","87","PB21","SDHC1","SDDAT","3","I",""
"TQFP128","SAMD51P","87","PB21","SERCOM3","PAD","1","C","2"
"TQFP128","SAMD51P","87","PB21","SERCOM7","PAD","0","D","4"
"TQFP128","SAMD51P","87","PB21","TCC1","WO","3","F","2"
"TQFP128","SAMD51P","98","PB22","CCL","IN","0","N",""
"TQFP128","SAMD51P","98","PB22","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","98","PB22","GCLK","IO","0","M",""
"TQFP128","SAMD51P","98","PB22","OSCCTRL","XIN","1","XIN1",""
"TQFP128","SAMD51P","98","PB22","PDEC","QDI","2","G","3"
"TQFP128","SAMD51P","98","PB22","PORT","P","54","default",""
"TQFP128","SAMD51P","98","PB22","SERCOM1","PAD","2","C","3"
"TQFP128","SAMD51P","98","PB22","SERCOM5","PAD","2","D","4"
"TQFP128","SAMD51P","98","PB22","TC7","WO","0","E","2"
"TQFP128","SAMD51P","98","PB22","USB","SOF_1KHZ","","H","2"
"TQFP128","SAMD51P","99","PB23","CCL","OUT","0","N",""
"TQFP128","SAMD51P","99","PB23","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","99","PB23","GCLK","IO","1","M",""
"TQFP128","SAMD51P","99","PB23","OSCCTRL","XOUT","1","XOUT1",""
"TQFP128","SAMD51P","99","PB23","PDEC","QDI","0","G","4"
"TQFP128","SAMD51P","99","PB23","PORT","P","55","default",""
"TQFP128","SAMD51P","99","PB23","SERCOM1","PAD","3","C","3"
"TQFP128","SAMD51P","99","PB23","SERCOM5","PAD","3","D","4"
"TQFP128","SAMD51P","99","PB23","TC7","WO","1","E","2"
"TQFP128","SAMD51P","100","PB24","AC","CMP","0","M","3"
"TQFP128","SAMD51P","100","PB24","EIC","EXTINT","8","A",""
"TQFP128","SAMD51P","100","PB24","PDEC","QDI","1","G","4"
"TQFP128","SAMD51P","100","PB24","PORT","P","56","default",""
"TQFP128","SAMD51P","100","PB24","SERCOM0","PAD","0","C","2"
"TQFP128","SAMD51P","100","PB24","SERCOM2","PAD","1","D","4"
"TQFP128","SAMD51P","101","PB25","AC","CMP","1","M","3"
"TQFP128","SAMD51P","101","PB25","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","101","PB25","PDEC","QDI","2","G","4"
"TQFP128","SAMD51P","101","PB25","PORT","P","57","default",""
"TQFP128","SAMD51P","101","PB25","SERCOM0","PAD","1","C","2"
"TQFP128","SAMD51P","101","PB25","SERCOM2","PAD","0","D","4"
"TQFP128","SAMD51P","102","PB26","EIC","EXTINT","12","A",""
"TQFP128","SAMD51P","102","PB26","PORT","P","58","default",""
"TQFP128","SAMD51P","102","PB26","SERCOM2","PAD","0","C","2"
"TQFP128","SAMD51P","102","PB26","SERCOM4","PAD","1","D","4"
"TQFP128","SAMD51P","102","PB26","TCC1","WO","2","F","3"
"TQFP128","SAMD51P","103","PB27","EIC","EXTINT","13","A",""
"TQFP128","SAMD51P","103","PB27","PORT","P","59","default",""
"TQFP128","SAMD51P","103","PB27","SERCOM2","PAD","1","C","2"
"TQFP128","SAMD51P","103","PB27","SERCOM4","PAD","0","D","4"
"TQFP128","SAMD51P","103","PB27","TCC1","WO","3","F","3"
"TQFP128","SAMD51P","104","PB28","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","104","PB28","I2S","SCK","1","J","2"
"TQFP128","SAMD51P","104","PB28","PORT","P","60","default",""
"TQFP128","SAMD51P","104","PB28","SERCOM2","PAD","2","C","2"
"TQFP128","SAMD51P","104","PB28","SERCOM4","PAD","2","D","4"
"TQFP128","SAMD51P","104","PB28","TCC1","WO","4","F","2"
"TQFP128","SAMD51P","105","PB29","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","105","PB29","I2S","MCK","1","J","2"
"TQFP128","SAMD51P","105","PB29","PORT","P","61","default",""
"TQFP128","SAMD51P","105","PB29","SERCOM2","PAD","3","C","2"
"TQFP128","SAMD51P","105","PB29","SERCOM4","PAD","3","D","4"
"TQFP128","SAMD51P","105","PB29","TCC1","WO","5","F","2"
"TQFP128","SAMD51P","121","PB30","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","121","PB30","PORT","P","62","default",""
"TQFP128","SAMD51P","121","PB30","SERCOM5","PAD","1","D","5"
"TQFP128","SAMD51P","121","PB30","SERCOM7","PAD","0","C","5"
"TQFP128","SAMD51P","121","PB30","TC0","WO","0","E","3"
"TQFP128","SAMD51P","121","PB30","TCC0","WO","6","G","4"
"TQFP128","SAMD51P","121","PB30","TCC4","WO","0","F","2"
"TQFP128","SAMD51P","122","PB31","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","122","PB31","PORT","P","63","default",""
"TQFP128","SAMD51P","122","PB31","SERCOM5","PAD","0","D","5"
"TQFP128","SAMD51P","122","PB31","SERCOM7","PAD","1","C","5"
"TQFP128","SAMD51P","122","PB31","TC0","WO","1","E","3"
"TQFP128","SAMD51P","122","PB31","TCC0","WO","7","G","4"
"TQFP128","SAMD51P","122","PB31","TCC4","WO","1","F","2"
"TQFP128","SAMD51P","3","PC00","ADC1","AIN","10","B",""
"TQFP128","SAMD51P","3","PC00","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","3","PC00","PORT","P","64","default",""
"TQFP128","SAMD51P","3","PC00","RTC","IN","3","RTC",""
"TQFP128","SAMD51P","4","PC01","ADC1","AIN","11","B",""
"TQFP128","SAMD51P","4","PC01","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","4","PC01","PORT","P","65","default",""
"TQFP128","SAMD51P","4","PC01","RTC","IN","4","RTC",""
"TQFP128","SAMD51P","7","PC02","ADC1","AIN","4","B",""
"TQFP128","SAMD51P","7","PC02","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","7","PC02","PORT","P","66","default",""
"TQFP128","SAMD51P","8","PC03","ADC1","AIN","5","B",""
"TQFP128","SAMD51P","8","PC03","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","8","PC03","PORT","P","67","default",""
"TQFP128","SAMD51P","27","PC04","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","27","PC04","PORT","P","68","default",""
"TQFP128","SAMD51P","27","PC04","SERCOM6","PAD","0","C","2"
"TQFP128","SAMD51P","27","PC04","TCC0","WO","0","F","2"
"TQFP128","SAMD51P","28","PC05","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","28","PC05","PORT","P","69","default",""
"TQFP128","SAMD51P","28","PC05","SERCOM6","PAD","1","C","2"
"TQFP128","SAMD51P","29","PC06","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","29","PC06","PORT","P","70","default",""
"TQFP128","SAMD51P","29","PC06","SDHC0","SDCD","","I",""
"TQFP128","SAMD51P","29","PC06","SERCOM6","PAD","2","C","2"
"TQFP128","SAMD51P","30","PC07","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","30","PC07","PORT","P","71","default",""
"TQFP128","SAMD51P","30","PC07","SDHC0","SDWP","","I",""
"TQFP128","SAMD51P","30","PC07","SERCOM6","PAD","3","C","2"
"TQFP128","SAMD51P","52","PC10","EIC","EXTINT","10","A",""
"TQFP128","SAMD51P","52","PC10","PORT","P","74","default",""
"TQFP128","SAMD51P","52","PC10","SERCOM6","PAD","2","C","5"
"TQFP128","SAMD51P","52","PC10","SERCOM7","PAD","2","D","3"
"TQFP128","SAMD51P","52","PC10","TCC0","WO","0","F","3"
"TQFP128","SAMD51P","52","PC10","TCC1","WO","4","G","4"
"TQFP128","SAMD51P","55","PC11","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","55","PC11","PORT","P","75","default",""
"TQFP128","SAMD51P","55","PC11","SERCOM6","PAD","3","C","5"
"TQFP128","SAMD51P","55","PC11","SERCOM7","PAD","3","D","3"
"TQFP128","SAMD51P","55","PC11","TCC0","WO","1","F","3"
"TQFP128","SAMD51P","55","PC11","TCC1","WO","5","G","4"
"TQFP128","SAMD51P","56","PC12","EIC","EXTINT","12","A",""
"TQFP128","SAMD51P","56","PC12","PCC","DATA","10","K",""
"TQFP128","SAMD51P","56","PC12","PORT","P","76","default",""
