# Generated by tools/extract-microchip-atdf-routes.ps1
# device=ATSAMD51P19A
# source=Microchip.SAMD51_DFP.3.9.276/samd51a/atdf/ATSAMD51P19A.atdf
# source_url=https://packs.download.microchip.com/Microchip.SAMD51_DFP.3.9.276.atpack
# license=Apache-2.0 (Microchip device pack)
"package","pinout","position","pad","peripheral","signal","index","function","ioset"
"TFBGA120","SAMD51PC","E2","PC03","EIC","EXTINT","3","A",""
"TFBGA120","SAMD51PC","E2","PC03","PORT","P","67","default",""
"TFBGA120","SAMD51PC","N1","PC04","EIC","EXTINT","4","A",""
"TFBGA120","SAMD51PC","N1","PC04","PORT","P","68","default",""
"TFBGA120","SAMD51PC","N1","PC04","SERCOM6","PAD","0","C","2"
"TFBGA120","SAMD51PC","N1","PC04","TCC0","WO","0","F","2"
"TFBGA120","SAMD51PC","N2","PC05","EIC","EXTINT","5","A",""
"TFBGA120","SAMD51PC","N2","PC05","PORT","P","69","default",""
"TFBGA120","SAMD51PC","N2","PC05","SERCOM6","PAD","1","C","2"
"TFBGA120","SAMD51PC","P1","PC06","EIC","EXTINT","6","A",""
"TFBGA120","SAMD51PC","P1","PC06","PORT","P","70","default",""
"TFBGA120","SAMD51PC","P1","PC06","SDHC0","SDCD","","I",""
"TFBGA120","SAMD51PC","P1","PC06","SERCOM6","PAD","2","C","2"
"TFBGA120","SAMD51PC","P2","PC07","EIC","EXTINT","9","A",""
"TFBGA120","SAMD51PC","P2","PC07","PORT","P","71","default",""
"TFBGA120","SAMD51PC","P2","PC07","SDHC0","SDWP","","I",""
"TFBGA120","SAMD51PC","P2","PC07","SERCOM6","PAD","3","C","2"
"TFBGA120","SAMD51PC","P10","PC10","EIC","EXTINT","10","A",""
"TFBGA120","SAMD51PC","P10","PC10","PORT","P","74","default",""
"TFBGA120","SAMD51PC","P10","PC10","SERCOM6","PAD","2","C","5"
"TFBGA120","SAMD51PC","P10","PC10","SERCOM7","PAD","2","D","3"
"TFBGA120","SAMD51PC","P10","PC10","TCC0","WO","0","F","3"
"TFBGA120","SAMD51PC","P10","PC10","TCC1","WO","4","G","4"
"TFBGA120","SAMD51PC","R9","PC11","EIC","EXTINT","11","A",""
"TFBGA120","SAMD51PC","R9","PC11","PORT","P","75","default",""
"TFBGA120","SAMD51PC","R9","PC11","SERCOM6","PAD","3","C","5"
"TFBGA120","SAMD51PC","R9","PC11","SERCOM7","PAD","3","D","3"
"TFBGA120","SAMD51PC","R9","PC11","TCC0","WO","1","F","3"
"TFBGA120","SAMD51PC","R9","PC11","TCC1","WO","5","G","4"
"TFBGA120","SAMD51PC","R10","PC12","EIC","EXTINT","12","A",""
"TFBGA120","SAMD51PC","R10","PC12","PCC","DATA","10","K",""
"TFBGA120","SAMD51PC","R10","PC12","PORT","P","76","default",""
"TFBGA120","SAMD51PC","R10","PC12","SERCOM6","PAD","1","D","4 5"
"TFBGA120","SAMD51PC","R10","PC12","SERCOM7","PAD","0","C","1 3"
"TFBGA120","SAMD51PC","R10","PC12","TCC0","WO","2","F","3"
"TFBGA120","SAMD51PC","R10","PC12","TCC1","WO","6","G","3"
"TFBGA120","SAMD51PC","P11","PC13","EIC","EXTINT","13","A",""
"TFBGA120","SAMD51PC","P11","PC13","PCC","DATA","11","K",""
"TFBGA120","SAMD51PC","P11","PC13","PORT","P","77","default",""
"TFBGA120","SAMD51PC","P11","PC13","SERCOM6","PAD","0","D","4 5"
"TFBGA120","SAMD51PC","P11","PC13","SERCOM7","PAD","1","C","1 3"
"TFBGA120","SAMD51PC","P11","PC13","TCC0","WO","3","F","3"
"TFBGA120","SAMD51PC","P11","PC13","TCC1","WO","7","G","3"
"TFBGA120","SAMD51PC","R11","PC14","EIC","EXTINT","14","A",""
"TFBGA120","SAMD51PC","R11","PC14","PCC","DATA","12","K",""
"TFBGA120","SAMD51PC","R11","PC14","PORT","P","78","default",""
"TFBGA120","SAMD51PC","R11","PC14","SERCOM6","PAD","2","D","4"
"TFBGA120","SAMD51PC","R11","PC14","SERCOM7","PAD","2","C","1"
"TFBGA120","SAMD51PC","R11","PC14","TCC0","WO","4","F","3"
"TFBGA120","SAMD51PC","R11","PC14","TCC1","WO","0","G","5"
"TFBGA120","SAMD51PC","P12","PC15","EIC","EXTINT","15","A",""
"TFBGA120","SAMD51PC","P12","PC15","PCC","DATA","13","K",""
"TFBGA120","SAMD51PC","P12","PC15","PORT","P","79","default",""
"TFBGA120","SAMD51PC","P12","PC15","SERCOM6","PAD","3","D","4"
"TFBGA120","SAMD51PC","P12","PC15","SERCOM7","PAD","3","C","1"
"TFBGA120","SAMD51PC","P12","PC15","TCC0","WO","5","F","3"
"TFBGA120","SAMD51PC","P12","PC15","TCC1","WO","1","G","5"
"TFBGA120","SAMD51PC","N15","PC16","EIC","EXTINT","0","A",""
"TFBGA120","SAMD51PC","N15","PC16","PDEC","QDI","0","G","1"
"TFBGA120","SAMD51PC","N15","PC16","PORT","P","80","default",""
"TFBGA120","SAMD51PC","N15","PC16","SERCOM0","PAD","1","D","4"
"TFBGA120","SAMD51PC","N15","PC16","SERCOM6","PAD","0","C","1"
"TFBGA120","SAMD51PC","N15","PC16","TCC0","WO","0","F","4"
"TFBGA120","SAMD51PC","M14","PC17","EIC","EXTINT","1","A",""
"TFBGA120","SAMD51PC","M14","PC17","PDEC","QDI","1","G","1"
"TFBGA120","SAMD51PC","M14","PC17","PORT","P","81","default",""
"TFBGA120","SAMD51PC","M14","PC17","SERCOM0","PAD","0","D","4"
"TFBGA120","SAMD51PC","M14","PC17","SERCOM6","PAD","1","C","1"
"TFBGA120","SAMD51PC","M14","PC17","TCC0","WO","1","F","4"
"TFBGA120","SAMD51PC","M15","PC18","EIC","EXTINT","2","A",""
"TFBGA120","SAMD51PC","M15","PC18","PDEC","QDI","2","G","1"
"TFBGA120","SAMD51PC","M15","PC18","PORT","P","82","default",""
"TFBGA120","SAMD51PC","M15","PC18","SERCOM0","PAD","2","D","4"
"TFBGA120","SAMD51PC","M15","PC18","SERCOM6","PAD","2","C","1"
"TFBGA120","SAMD51PC","M15","PC18","TCC0","WO","2","F","4"
"TFBGA120","SAMD51PC","L14","PC19","EIC","EXTINT","3","A",""
"TFBGA120","SAMD51PC","L14","PC19","PORT","P","83","default",""
"TFBGA120","SAMD51PC","L14","PC19","SERCOM0","PAD","3","D","4"
"TFBGA120","SAMD51PC","L14","PC19","SERCOM6","PAD","3","C","1"
"TFBGA120","SAMD51PC","L14","PC19","TCC0","WO","3","F","4"
"TFBGA120","SAMD51PC","L15","PC20","CCL","IN","9","N",""
"TFBGA120","SAMD51PC","L15","PC20","EIC","EXTINT","4","A",""
"TFBGA120","SAMD51PC","L15","PC20","PORT","P","84","default",""
"TFBGA120","SAMD51PC","L15","PC20","SDHC1","SDCD","","I",""
"TFBGA120","SAMD51PC","L15","PC20","TCC0","WO","4","F","4"
"TFBGA120","SAMD51PC","K14","PC21","CCL","IN","10","N",""
"TFBGA120","SAMD51PC","K14","PC21","EIC","EXTINT","5","A",""
"TFBGA120","SAMD51PC","K14","PC21","PORT","P","85","default",""
"TFBGA120","SAMD51PC","K14","PC21","SDHC1","SDWP","","I",""
"TFBGA120","SAMD51PC","K14","PC21","TCC0","WO","5","F","4"
"TFBGA120","SAMD51PC","K15","PC22","EIC","EXTINT","6","A",""
"TFBGA120","SAMD51PC","K15","PC22","PORT","P","86","default",""
"TFBGA120","SAMD51PC","K15","PC22","SERCOM1","PAD","0","C","2"
"TFBGA120","SAMD51PC","K15","PC22","SERCOM3","PAD","1","D","4"
"TFBGA120","SAMD51PC","K15","PC22","TCC0","WO","6","F","2"
"TFBGA120","SAMD51PC","J14","PC23","EIC","EXTINT","7","A",""
"TFBGA120","SAMD51PC","J14","PC23","PORT","P","87","default",""
"TFBGA120","SAMD51PC","J14","PC23","SERCOM1","PAD","1","C","2"
"TFBGA120","SAMD51PC","J14","PC23","SERCOM3","PAD","0","D","4"
"TFBGA120","SAMD51PC","J14","PC23","TCC0","WO","7","F","2"
"TFBGA120","SAMD51PC","A11","PC24","EIC","EXTINT","8","A",""
"TFBGA120","SAMD51PC","A11","PC24","PORT","P","88","default",""
"TFBGA120","SAMD51PC","A11","PC24","SERCOM0","PAD","2","C","2"
"TFBGA120","SAMD51PC","A11","PC24","SERCOM2","PAD","2","D","4"
"TFBGA120","SAMD51PC","A11","PC24","TPIU","TRACED","3","H",""
"TFBGA120","SAMD51PC","B10","PC25","EIC","EXTINT","9","A",""
"TFBGA120","SAMD51PC","B10","PC25","PORT","P","89","default",""
"TFBGA120","SAMD51PC","B10","PC25","SERCOM0","PAD","3","C","2"
"TFBGA120","SAMD51PC","B10","PC25","SERCOM2","PAD","3","D","4"
"TFBGA120","SAMD51PC","B10","PC25","TPIU","TRACED","2","H",""
"TFBGA120","SAMD51PC","A10","PC26","EIC","EXTINT","10","A",""
"TFBGA120","SAMD51PC","A10","PC26","PORT","P","90","default",""
"TFBGA120","SAMD51PC","A10","PC26","TPIU","TRACED","1","H",""
"TFBGA120","SAMD51PC","A9","PC27","CCL","IN","4","N",""
"TFBGA120","SAMD51PC","A9","PC27","EIC","EXTINT","11","A",""
"TFBGA120","SAMD51PC","A9","PC27","PORT","P","91","default",""
"TFBGA120","SAMD51PC","A9","PC27","SERCOM1","PAD","0","C","3"
"TFBGA120","SAMD51PC","A9","PC27","TPIU","TRACECLK","","H",""
"TFBGA120","SAMD51PC","B9","PC28","CCL","IN","5","N",""
"TFBGA120","SAMD51PC","B9","PC28","EIC","EXTINT","12","A",""
"TFBGA120","SAMD51PC","B9","PC28","PORT","P","92","default",""
"TFBGA120","SAMD51PC","B9","PC28","SERCOM1","PAD","1","C","3"
"TFBGA120","SAMD51PC","B9","PC28","TPIU","TRACED","0","H",""
"TFBGA120","SAMD51PC","A4","PC30","ADC1","AIN","12","B",""
"TFBGA120","SAMD51PC","A4","PC30","EIC","EXTINT","14","A",""
"TFBGA120","SAMD51PC","A4","PC30","PORT","P","94","default",""
"TFBGA120","SAMD51PC","B4","PC31","ADC1","AIN","13","B",""
"TFBGA120","SAMD51PC","B4","PC31","EIC","EXTINT","15","A",""
"TFBGA120","SAMD51PC","B4","PC31","PORT","P","95","default",""
"TFBGA120","SAMD51PC","G2","PD00","ADC1","AIN","14","B",""
"TFBGA120","SAMD51PC","G2","PD00","EIC","EXTINT","0","A",""
"TFBGA120","SAMD51PC","G2","PD00","PORT","P","96","default",""
"TFBGA120","SAMD51PC","H1","PD01","ADC1","AIN","15","B",""
"TFBGA120","SAMD51PC","H1","PD01","EIC","EXTINT","1","A",""
"TFBGA120","SAMD51PC","H1","PD01","PORT","P","97","default",""
"TFBGA120","SAMD51PC","R6","PD08","EIC","EXTINT","3","A",""
"TFBGA120","SAMD51PC","R6","PD08","PORT","P","104","default",""
"TFBGA120","SAMD51PC","R6","PD08","SERCOM6","PAD","1","D","3"
"TFBGA120","SAMD51PC","R6","PD08","SERCOM7","PAD","0","C","2"
"TFBGA120","SAMD51PC","R6","PD08","TCC0","WO","1","F","2"
"TFBGA120","SAMD51PC","P8","PD09","EIC","EXTINT","4","A",""
"TFBGA120","SAMD51PC","P8","PD09","PORT","P","105","default",""
"TFBGA120","SAMD51PC","P8","PD09","SERCOM6","PAD","0","D","3"
"TFBGA120","SAMD51PC","P8","PD09","SERCOM7","PAD","1","C","2"
"TFBGA120","SAMD51PC","P8","PD09","TCC0","WO","2","F","2"
"TFBGA120","SAMD51PC","R7","PD10","EIC","EXTINT","5","A",""
"TFBGA120","SAMD51PC","R7","PD10","PORT","P","106","default",""
"TFBGA120","SAMD51PC","R7","PD10","SERCOM6","PAD","2","D","3"
"TFBGA120","SAMD51PC","R7","PD10","SERCOM7","PAD","2","C","2"
"TFBGA120","SAMD51PC","R7","PD10","TCC0","WO","3","F","2"
"TFBGA120","SAMD51PC","P9","PD11","EIC","EXTINT","6","A",""
"TFBGA120","SAMD51PC","P9","PD11","PORT","P","107","default",""
"TFBGA120","SAMD51PC","P9","PD11","SERCOM6","PAD","3","D","3"
"TFBGA120","SAMD51PC","P9","PD11","SERCOM7","PAD","3","C","2"
"TFBGA120","SAMD51PC","P9","PD11","TCC0","WO","4","F","2"
"TFBGA120","SAMD51PC","R8","PD12","EIC","EXTINT","7","A",""
"TFBGA120","SAMD51PC","R8","PD12","PORT","P","108","default",""
"TFBGA120","SAMD51PC","R8","PD12","TCC0","WO","5","F","2"
"TFBGA120","SAMD51PC","J15","PD20","EIC","EXTINT","10","A",""
"TFBGA120","SAMD51PC","J15","PD20","PORT","P","116","default",""
"TFBGA120","SAMD51PC","J15","PD20","SDHC1","SDCD","","I",""
"TFBGA120","SAMD51PC","J15","PD20","SERCOM1","PAD","2","C","2"
"TFBGA120","SAMD51PC","J15","PD20","SERCOM3","PAD","2","D","4"
"TFBGA120","SAMD51PC","J15","PD20","TCC1","WO","0","F","2"
"TFBGA120","SAMD51PC","H14","PD21","EIC","EXTINT","11","A",""
"TFBGA120","SAMD51PC","H14","PD21","PORT","P","117","default",""
"TFBGA120","SAMD51PC","H14","PD21","SDHC1","SDWP","","I",""
"TFBGA120","SAMD51PC","H14","PD21","SERCOM1","PAD","3","C","2"
"TFBGA120","SAMD51PC","H14","PD21","SERCOM3","PAD","3","D","4"
"TFBGA120","SAMD51PC","H14","PD21","TCC1","WO","1","F","2"
"TFBGA120","SAMD51PC","A8","RESET_N","PM","RESET_N","","default",""
"TQFP128","SAMD51P","1","PA00","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","1","PA00","OSC32KCTRL","XIN32","","XIN32",""
"TQFP128","SAMD51P","1","PA00","PORT","P","0","default",""
"TQFP128","SAMD51P","1","PA00","SERCOM1","PAD","0","D","4"
"TQFP128","SAMD51P","1","PA00","TC2","WO","0","E","1"
"TQFP128","SAMD51P","2","PA01","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","2","PA01","OSC32KCTRL","XOUT32","","XOUT32",""
"TQFP128","SAMD51P","2","PA01","PORT","P","1","default",""
"TQFP128","SAMD51P","2","PA01","SERCOM1","PAD","1","D","4"
"TQFP128","SAMD51P","2","PA01","TC2","WO","1","E","1"
"TQFP128","SAMD51P","9","PA02","ADC0","AIN","0","B",""
"TQFP128","SAMD51P","9","PA02","DAC","VOUT","0","B",""
"TQFP128","SAMD51P","9","PA02","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","9","PA02","PORT","P","2","default",""
"TQFP128","SAMD51P","9","PA02","RTC","IN","2","RTC",""
"TQFP128","SAMD51P","10","PA03","ADC0","AIN","1","B",""
"TQFP128","SAMD51P","10","PA03","ADC0","VREFA","","B",""
"TQFP128","SAMD51P","10","PA03","ADC0","X","0","B",""
"TQFP128","SAMD51P","10","PA03","ADC0","Y","0","B",""
"TQFP128","SAMD51P","10","PA03","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","10","PA03","PORT","P","3","default",""
"TQFP128","SAMD51P","21","PA04","AC","AIN","0","B",""
"TQFP128","SAMD51P","21","PA04","ADC0","AIN","4","B",""
"TQFP128","SAMD51P","21","PA04","ADC0","VREFB","","B",""
"TQFP128","SAMD51P","21","PA04","ADC0","X","3","B",""
"TQFP128","SAMD51P","21","PA04","ADC0","Y","3","B",""
"TQFP128","SAMD51P","21","PA04","CCL","IN","0","N",""
"TQFP128","SAMD51P","21","PA04","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","21","PA04","PORT","P","4","default",""
"TQFP128","SAMD51P","21","PA04","SERCOM0","PAD","0","D","3"
"TQFP128","SAMD51P","21","PA04","TC0","WO","0","E","1"
"TQFP128","SAMD51P","22","PA05","AC","AIN","1","B",""
"TQFP128","SAMD51P","22","PA05","ADC0","AIN","5","B",""
"TQFP128","SAMD51P","22","PA05","CCL","IN","1","N",""
"TQFP128","SAMD51P","22","PA05","DAC","VOUT","1","B",""
"TQFP128","SAMD51P","22","PA05","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","22","PA05","PORT","P","5","default",""
"TQFP128","SAMD51P","22","PA05","SERCOM0","PAD","1","D","3"
"TQFP128","SAMD51P","22","PA05","TC0","WO","1","E","1"
"TQFP128","SAMD51P","23","PA06","AC","AIN","2","B",""
"TQFP128","SAMD51P","23","PA06","ADC0","AIN","6","B",""
"TQFP128","SAMD51P","23","PA06","ADC0","VREFC","","B",""
"TQFP128","SAMD51P","23","PA06","ADC0","X","4","B",""
"TQFP128","SAMD51P","23","PA06","ADC0","Y","4","B",""
"TQFP128","SAMD51P","23","PA06","CCL","IN","2","N",""
"TQFP128","SAMD51P","23","PA06","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","23","PA06","PORT","P","6","default",""
"TQFP128","SAMD51P","23","PA06","SDHC0","SDCD","","I",""
"TQFP128","SAMD51P","23","PA06","SERCOM0","PAD","2","D","3"
"TQFP128","SAMD51P","23","PA06","TC1","WO","0","E","1"
"TQFP128","SAMD51P","24","PA07","AC","AIN","3","B",""
"TQFP128","SAMD51P","24","PA07","ADC0","AIN","7","B",""
"TQFP128","SAMD51P","24","PA07","ADC0","X","5","B",""
"TQFP128","SAMD51P","24","PA07","ADC0","Y","5","B",""
"TQFP128","SAMD51P","24","PA07","CCL","OUT","0","N",""
"TQFP128","SAMD51P","24","PA07","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","24","PA07","PORT","P","7","default",""
"TQFP128","SAMD51P","24","PA07","SDHC0","SDWP","","I",""
"TQFP128","SAMD51P","24","PA07","SERCOM0","PAD","3","D","3"
"TQFP128","SAMD51P","24","PA07","TC1","WO","1","E","1"
"TQFP128","SAMD51P","33","PA08","ADC0","AIN","8","B",""
"TQFP128","SAMD51P","33","PA08","ADC0","X","6","B",""
"TQFP128","SAMD51P","33","PA08","ADC0","Y","6","B",""
"TQFP128","SAMD51P","33","PA08","ADC1","AIN","2","B",""
"TQFP128","SAMD51P","33","PA08","CCL","IN","3","N",""
"TQFP128","SAMD51P","33","PA08","EIC","NMI","","A",""
"TQFP128","SAMD51P","33","PA08","I2S","MCK","0","J","1"
"TQFP128","SAMD51P","33","PA08","PORT","P","8","default",""
"TQFP128","SAMD51P","33","PA08","QSPI","DATA","0","H",""
"TQFP128","SAMD51P","33","PA08","SDHC0","SDCMD","","I",""
"TQFP128","SAMD51P","33","PA08","SERCOM0","PAD","0","C","1"
"TQFP128","SAMD51P","33","PA08","SERCOM2","PAD","1","D","3"
"TQFP128","SAMD51P","33","PA08","TC0","WO","0","E","2"
"TQFP128","SAMD51P","33","PA08","TCC0","WO","0","F","1"
"TQFP128","SAMD51P","33","PA08","TCC1","WO","4","G","3"
"TQFP128","SAMD51P","34","PA09","ADC0","AIN","9","B",""
"TQFP128","SAMD51P","34","PA09","ADC0","X","7","B",""
"TQFP128","SAMD51P","34","PA09","ADC0","Y","7","B",""
"TQFP128","SAMD51P","34","PA09","ADC1","AIN","3","B",""
"TQFP128","SAMD51P","34","PA09","CCL","IN","4","N",""
"TQFP128","SAMD51P","34","PA09","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","34","PA09","I2S","FS","0","J","1"
"TQFP128","SAMD51P","34","PA09","PORT","P","9","default",""
"TQFP128","SAMD51P","34","PA09","QSPI","DATA","1","H",""
"TQFP128","SAMD51P","34","PA09","SDHC0","SDDAT","0","I",""
"TQFP128","SAMD51P","34","PA09","SERCOM0","PAD","1","C","1"
"TQFP128","SAMD51P","34","PA09","SERCOM2","PAD","0","D","3"
"TQFP128","SAMD51P","34","PA09","TC0","WO","1","E","2"
"TQFP128","SAMD51P","34","PA09","TCC0","WO","1","F","1"
"TQFP128","SAMD51P","34","PA09","TCC1","WO","5","G","3"
"TQFP128","SAMD51P","35","PA10","ADC0","AIN","10","B",""
"TQFP128","SAMD51P","35","PA10","ADC0","X","8","B",""
"TQFP128","SAMD51P","35","PA10","ADC0","Y","8","B",""
"TQFP128","SAMD51P","35","PA10","CCL","IN","5","N",""
"TQFP128","SAMD51P","35","PA10","EIC","EXTINT","10","A",""
"TQFP128","SAMD51P","35","PA10","GCLK","IO","4","M",""
"TQFP128","SAMD51P","35","PA10","I2S","SCK","0","J","1"
"TQFP128","SAMD51P","35","PA10","PORT","P","10","default",""
"TQFP128","SAMD51P","35","PA10","QSPI","DATA","2","H",""
"TQFP128","SAMD51P","35","PA10","SDHC0","SDDAT","1","I",""
"TQFP128","SAMD51P","35","PA10","SERCOM0","PAD","2","C","1"
"TQFP128","SAMD51P","35","PA10","SERCOM2","PAD","2","D","3"
"TQFP128","SAMD51P","35","PA10","TC1","WO","0","E","2"
"TQFP128","SAMD51P","35","PA10","TCC0","WO","2","F","1"
"TQFP128","SAMD51P","35","PA10","TCC1","WO","6","G","2"
"TQFP128","SAMD51P","36","PA11","ADC0","AIN","11","B",""
"TQFP128","SAMD51P","36","PA11","ADC0","X","9","B",""
"TQFP128","SAMD51P","36","PA11","ADC0","Y","9","B",""
"TQFP128","SAMD51P","36","PA11","CCL","OUT","1","N",""
"TQFP128","SAMD51P","36","PA11","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","36","PA11","GCLK","IO","5","M",""
"TQFP128","SAMD51P","36","PA11","I2S","SDO","","J","1"
"TQFP128","SAMD51P","36","PA11","PORT","P","11","default",""
"TQFP128","SAMD51P","36","PA11","QSPI","DATA","3","H",""
"TQFP128","SAMD51P","36","PA11","SDHC0","SDDAT","2","I",""
"TQFP128","SAMD51P","36","PA11","SERCOM0","PAD","3","C","1"
"TQFP128","SAMD51P","36","PA11","SERCOM2","PAD","3","D","3"
"TQFP128","SAMD51P","36","PA11","TC1","WO","1","E","2"
"TQFP128","SAMD51P","36","PA11","TCC0","WO","3","F","1"
"TQFP128","SAMD51P","36","PA11","TCC1","WO","7","G","2"
"TQFP128","SAMD51P","60","PA12","AC","CMP","0","M","1"
"TQFP128","SAMD51P","60","PA12","EIC","EXTINT","12","A",""
"TQFP128","SAMD51P","60","PA12","PCC","DEN1","","K",""
"TQFP128","SAMD51P","60","PA12","PORT","P","12","default",""
"TQFP128","SAMD51P","60","PA12","SDHC0","SDCD","","I",""
"TQFP128","SAMD51P","60","PA12","SERCOM2","PAD","0","C","1"
"TQFP128","SAMD51P","60","PA12","SERCOM4","PAD","1","D","3"
"TQFP128","SAMD51P","60","PA12","TC2","WO","0","E","2"
"TQFP128","SAMD51P","60","PA12","TCC0","WO","6","F","1"
"TQFP128","SAMD51P","60","PA12","TCC1","WO","2","G","4"
"TQFP128","SAMD51P","61","PA13","AC","CMP","1","M","1"
"TQFP128","SAMD51P","61","PA13","EIC","EXTINT","13","A",""
"TQFP128","SAMD51P","61","PA13","PCC","DEN2","","K",""
"TQFP128","SAMD51P","61","PA13","PORT","P","13","default",""
"TQFP128","SAMD51P","61","PA13","SDHC0","SDWP","","I",""
"TQFP128","SAMD51P","61","PA13","SERCOM2","PAD","1","C","1"
"TQFP128","SAMD51P","61","PA13","SERCOM4","PAD","0","D","3"
"TQFP128","SAMD51P","61","PA13","TC2","WO","1","E","2"
"TQFP128","SAMD51P","61","PA13","TCC0","WO","7","F","1"
"TQFP128","SAMD51P","61","PA13","TCC1","WO","3","G","4"
"TQFP128","SAMD51P","62","PA14","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","62","PA14","GCLK","IO","0","M",""
"TQFP128","SAMD51P","62","PA14","OSCCTRL","XIN","0","XIN0",""
"TQFP128","SAMD51P","62","PA14","PCC","CLK","","K",""
"TQFP128","SAMD51P","62","PA14","PORT","P","14","default",""
"TQFP128","SAMD51P","62","PA14","SERCOM2","PAD","2","C","1"
"TQFP128","SAMD51P","62","PA14","SERCOM4","PAD","2","D","3"
"TQFP128","SAMD51P","62","PA14","TC3","WO","0","E","1"
"TQFP128","SAMD51P","62","PA14","TCC1","WO","2","G","5"
"TQFP128","SAMD51P","62","PA14","TCC2","WO","0","F","1"
"TQFP128","SAMD51P","63","PA15","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","63","PA15","GCLK","IO","1","M",""
"TQFP128","SAMD51P","63","PA15","OSCCTRL","XOUT","0","XOUT0",""
"TQFP128","SAMD51P","63","PA15","PORT","P","15","default",""
"TQFP128","SAMD51P","63","PA15","SERCOM2","PAD","3","C","1"
"TQFP128","SAMD51P","63","PA15","SERCOM4","PAD","3","D","3"
"TQFP128","SAMD51P","63","PA15","TC3","WO","1","E","1"
"TQFP128","SAMD51P","63","PA15","TCC1","WO","3","G","5"
"TQFP128","SAMD51P","63","PA15","TCC2","WO","1","F","1"
"TQFP128","SAMD51P","66","PA16","ADC0","X","10","B",""
"TQFP128","SAMD51P","66","PA16","ADC0","Y","10","B",""
"TQFP128","SAMD51P","66","PA16","CCL","IN","0","N",""
"TQFP128","SAMD51P","66","PA16","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","66","PA16","GCLK","IO","2","M",""
"TQFP128","SAMD51P","66","PA16","PCC","DATA","0","K",""
"TQFP128","SAMD51P","66","PA16","PORT","P","16","default",""
"TQFP128","SAMD51P","66","PA16","SERCOM1","PAD","0","C","1"
"TQFP128","SAMD51P","66","PA16","SERCOM3","PAD","1","D","3"
"TQFP128","SAMD51P","66","PA16","TC2","WO","0","E","3"
"TQFP128","SAMD51P","66","PA16","TCC0","WO","4","G","5"
"TQFP128","SAMD51P","66","PA16","TCC1","WO","0","F","1"
"TQFP128","SAMD51P","67","PA17","ADC0","X","11","B",""
"TQFP128","SAMD51P","67","PA17","ADC0","Y","11","B",""
"TQFP128","SAMD51P","67","PA17","CCL","IN","1","N",""
"TQFP128","SAMD51P","67","PA17","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","67","PA17","GCLK","IO","3","M",""
"TQFP128","SAMD51P","67","PA17","PCC","DATA","1","K",""
"TQFP128","SAMD51P","67","PA17","PORT","P","17","default",""
"TQFP128","SAMD51P","67","PA17","SERCOM1","PAD","1","C","1"
"TQFP128","SAMD51P","67","PA17","SERCOM3","PAD","0","D","3"
"TQFP128","SAMD51P","67","PA17","TC2","WO","1","E","3"
"TQFP128","SAMD51P","67","PA17","TCC0","WO","5","G","5"
"TQFP128","SAMD51P","67","PA17","TCC1","WO","1","F","1"
"TQFP128","SAMD51P","68","PA18","AC","CMP","0","M","2"
"TQFP128","SAMD51P","68","PA18","ADC0","X","12","B",""
"TQFP128","SAMD51P","68","PA18","ADC0","Y","12","B",""
"TQFP128","SAMD51P","68","PA18","CCL","IN","2","N",""
"TQFP128","SAMD51P","68","PA18","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","68","PA18","PCC","DATA","2","K",""
"TQFP128","SAMD51P","68","PA18","PORT","P","18","default",""
"TQFP128","SAMD51P","68","PA18","SERCOM1","PAD","2","C","1"
"TQFP128","SAMD51P","68","PA18","SERCOM3","PAD","2","D","3"
"TQFP128","SAMD51P","68","PA18","TC3","WO","0","E","2"
"TQFP128","SAMD51P","68","PA18","TCC0","WO","6","G","3"
"TQFP128","SAMD51P","68","PA18","TCC1","WO","2","F","1"
"TQFP128","SAMD51P","69","PA19","AC","CMP","1","M","2"
"TQFP128","SAMD51P","69","PA19","ADC0","X","13","B",""
"TQFP128","SAMD51P","69","PA19","ADC0","Y","13","B",""
"TQFP128","SAMD51P","69","PA19","CCL","OUT","0","N",""
"TQFP128","SAMD51P","69","PA19","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","69","PA19","PCC","DATA","3","K",""
"TQFP128","SAMD51P","69","PA19","PORT","P","19","default",""
"TQFP128","SAMD51P","69","PA19","SERCOM1","PAD","3","C","1"
"TQFP128","SAMD51P","69","PA19","SERCOM3","PAD","3","D","3"
"TQFP128","SAMD51P","69","PA19","TC3","WO","1","E","2"
"TQFP128","SAMD51P","69","PA19","TCC0","WO","7","G","3"
"TQFP128","SAMD51P","69","PA19","TCC1","WO","3","F","1"
